,Clothing,Date,Description,Dress,Pant,Shirt,Skirt,Tags,URL,User,Img
58,dark brown:Allen Edmonds shoes;,2017-02-13,s Day or romantic dates in general.\xc2\xa0Use this special occasion as an excuse to try out the colors RED and PINK if you don,0.0,1.0,1.0,0.0,"s Day;winter;""",http://images0.chictopia.com/photos/LevitateStyle/2949569505/dark-brown-dress-shoes-allen-edmonds-shoes-pink-shirt-charles-tyrwhitt-shirt_400.jpg,LevitateStyle,dark-brown-dress-shoes-allen-edmonds-shoes-pink-shirt-charles-tyrwhitt-shirt_400
59,brown:H&M shoes;,2017-02-12,"s chocolate milkshake.\xc2\xa0""",0.0,1.0,0.0,0.0,Casual;Everyday;Summer;,http://images2.chictopia.com/photos/itsAndrei/3089642025/brown-h-m-shoes-black-jacket-off-white-c-a-blouse-black-h-m-pants_400.jpg,itsAndrei,brown-h-m-shoes-black-jacket-off-white-c-a-blouse-black-h-m-pants_400
60,:Balmain coat;,2017-02-09,More on beeswonderland.com,0.0,1.0,0.0,0.0,Maternity;Brunch;winter;,http://images0.chictopia.com/photos/Beeswonderland/5824319287/balmain-coat-h-m-blouse-zara-pants_400.jpg,Beeswonderland,balmain-coat-h-m-blouse-zara-pants_400
61,black:Forever 21 pants;,2017-02-10,So happy to be sharing this gorgeous pair of striped pants with my off the shoulder top!,0.0,1.0,0.0,0.0,Chic;Everyday;Summer;,http://images0.chictopia.com/photos/elizabethkeene/1548474439/black-striped-forever-21-pants_400.jpg,elizabethkeene,black-striped-forever-21-pants_400
62,navy:Christian Louboutin boots;,2017-02-06,FULL POST,0.0,1.0,1.0,0.0,Menswear;Everyday;winter;,http://images0.chictopia.com/photos/reyalfashion/9403963475/navy-christian-louboutin-boots-black-dr-denim-jacket_400.jpg,reyalfashion,navy-christian-louboutin-boots-black-dr-denim-jacket_400
63,:Zara boots;,2017-02-04,More on beeswonderland.com,0.0,1.0,0.0,0.0,Urban;Lunch Date;winter;,http://images2.chictopia.com/photos/Beeswonderland/8384970891/zara-boots-dresslily-coat-zara-pants_400.jpg,Beeswonderland,zara-boots-dresslily-coat-zara-pants_400
64,:Kenzo x H&M coat;,2017-01-30,More on beeswonderland.com,0.0,1.0,0.0,0.0,Romantic;Casual Party;winter;,http://images2.chictopia.com/photos/Beeswonderland/7594952014/kenzo-x-h-m-coat-h-m-trend-sweater-bershka-pants_400.jpg,Beeswonderland,kenzo-x-h-m-coat-h-m-trend-sweater-bershka-pants_400
65,heather gray:DKNY pants;,2017-01-28,This is not a photoshoot.\xc2\xa0,0.0,1.0,0.0,0.0,Comfortable;Work;Summer;,http://images0.chictopia.com/photos/Aphrodite/3566726690/silver-sweat-pants-pants_400.jpg,Aphrodite,silver-sweat-pants-pants_400
66,black:Mango boots;,2017-01-27,Full apologies if you see a lot of these boots in the near future. They\xe2\x80\x99re one of those purchases that you never knew you\xe2\x80\x99d wear so much when you impulsively purchased them. Luckily they didn\xe2\x80\x99t break the bank (and they\xe2\x80\x99re on sale right now if you want to snag a pair for yourself!).,0.0,1.0,0.0,0.0,Casual;Everyday;winter;,http://images0.chictopia.com/photos/districtofchic/9096686432/black-patent-mango-boots-dark-green-two-tone-mango-coat_400.jpg,districtofchic,black-patent-mango-boots-dark-green-two-tone-mango-coat_400
67,:H&M shoes;,2017-01-27,More on beeswonderland.com,0.0,1.0,0.0,0.0,Eclectic;Brunch;winter;,http://images0.chictopia.com/photos/Beeswonderland/2492578396/h-m-shoes-h-m-jacket-h-m-pants_400.jpg,Beeswonderland,h-m-shoes-h-m-jacket-h-m-pants_400
68,light blue:romwe blouse;,2017-01-26,http://www.myblondegal.com,0.0,1.0,0.0,0.0,Formal;Dinner Party;spring;,http://images2.chictopia.com/photos/Myblondegal/2280546945/light-blue-romwe-blouse-burnt-orange-styled-moscow-pants_400.jpg,Myblondegal,light-blue-romwe-blouse-burnt-orange-styled-moscow-pants_400
69,aquamarine:Zara sweater;,2017-01-26,My love affair with lettuce.\xc2\xa0,0.0,1.0,0.0,0.0,Comfortable;Other;Summer;,http://images2.chictopia.com/photos/Aphrodite/8971053843/blue-baroque-prada-sunglasses_400.jpg,Aphrodite,blue-baroque-prada-sunglasses_400
70,navy:asos pants;,2017-01-25,A classic button down and fringe for le weekend.,0.0,1.0,0.0,0.0,Casual;Everyday;Summer;,http://images0.chictopia.com/photos/elizabethkeene/3578106677/navy-fringe-asos-pants_400.jpg,elizabethkeene,navy-fringe-asos-pants_400
71,mustard:romwe sweater;,2017-01-19,http://www.myblondegal.com,0.0,1.0,0.0,0.0,Classic;Dinner Party;winter;,http://images2.chictopia.com/photos/Myblondegal/5379246481/mustard-romwe-sweater-black-rebecca-minkoff-bag_400.jpg,Myblondegal,mustard-romwe-sweater-black-rebecca-minkoff-bag_400
72,,2017-01-15,"This weekend I visited Cluj-Napoca, I partied a bit with my friends while wearing just all black outfits, a bit uninspired, a bit too attached by my new leather pants... Haha! It also started to snow...",0.0,1.0,0.0,0.0,Urban;Everyday;winter;,http://images2.chictopia.com/photos/itsAndrei/8859067345/black-boots-black-h-m-coat-black-pants-black-hugo-boss-top_400.jpg,itsAndrei,black-boots-black-h-m-coat-black-pants-black-hugo-boss-top_400
73,gold:Zara pants;,2017-01-15,"For band rehearsal. This is the living room, as you\xe2\x80\x99ve imagined. We practice here. And this jumpsuit is just perfect. I\xe2\x80\x99m not that obsessed with them anymore but like I said, Zara always have something very nice.",0.0,1.0,0.0,0.0,Comfortable;Work;Summer;,http://images0.chictopia.com/photos/Aphrodite/2910412864/gold-jumpsuit-zara-pants_400.jpg,Aphrodite,gold-jumpsuit-zara-pants_400
74,:H&M jacket;,2017-01-14,"Ideas of present, past and future are always plaguing our minds. Most of the times, we hear things about ""not worrying about the past or the future and focusing on the present"" and while I think that\",0.0,1.0,0.0,0.0,Menswear;Vacation;Summer;2;,http://images2.chictopia.com/photos/HenEvia/11458633226/h-m-jacket-aldo-sunglasses-h-m-t-shirt-frank-wright-sneakers-h-m-pants_400.jpg,HenEvia,h-m-jacket-aldo-sunglasses-h-m-t-shirt-frank-wright-sneakers-h-m-pants_400
75,heather gray:H&M coat;,2017-01-05,"A bit later...\xc2\xa0This year I chose a monochromatic outfit, accessorized with a simple brooch, having the center of interest in a biker jacket covered in black sequins (yes, I feel like a disco ball",0.0,1.0,1.0,0.0,Elegant;Anniversary;winter;,http://images0.chictopia.com/photos/itsAndrei/3638458932/heather-gray-h-m-coat-black-zara-jacket-white-h-m-shirt-black-pants_400.jpg,itsAndrei,heather-gray-h-m-coat-black-zara-jacket-white-h-m-shirt-black-pants_400
76,black:Zara boots;,2016-12-28,"For the second outfit I opted for a classier look (except the pants, hehe!); accessorised with a splash of color from the leopard print of the bomber jacket.",0.0,1.0,1.0,0.0,Chic;Everyday;winter;,http://images2.chictopia.com/photos/itsAndrei/3605708761/black-zara-boots-charcoal-gray-h-m-coat-carrot-orange-zara-jacket_400.jpg,itsAndrei,black-zara-boots-charcoal-gray-h-m-coat-carrot-orange-zara-jacket_400
77,crimson:Charlotte Russe boots;,2017-01-03,view full post here,0.0,1.0,0.0,0.0,Chic;Dinner Party;winter;,http://images2.chictopia.com/photos/KimTuttle/10842659499/crimson-charlotte-russe-boots-black-make-me-chic-blazer-black-kate-spade-bag_400.jpg,KimTuttle,crimson-charlotte-russe-boots-black-make-me-chic-blazer-black-kate-spade-bag_400
78,blue:Styled Moscow coat;,2016-12-21,http://www.myblondegal.com/2016/12/styled-moscow-padded-coat.html,0.0,1.0,0.0,0.0,Chic;Baby Shower;winter;,http://images0.chictopia.com/photos/Myblondegal/7706665514/blue-styled-moscow-coat-blue-romwe-bag-orange-styled-moscow-socks_400.jpg,Myblondegal,blue-styled-moscow-coat-blue-romwe-bag-orange-styled-moscow-socks_400
79,:H&M jacket;,2016-12-21,More on beeswonderland.com,0.0,1.0,0.0,0.0,Urban;Casual Party;winter;,http://images2.chictopia.com/photos/Beeswonderland/2616756232/h-m-jacket-zara-sweatshirt-zara-pants_400.jpg,Beeswonderland,h-m-jacket-zara-sweatshirt-zara-pants_400
80,:Topshop shoes;,2016-12-07,More on beeswonderland.com,0.0,1.0,1.0,0.0,Maternity;Brunch;winter;,http://images2.chictopia.com/photos/Beeswonderland/9955505179/topshop-shoes-h-m-shirt-h-m-pants_400.jpg,Beeswonderland,topshop-shoes-h-m-shirt-h-m-pants_400
81,black:Mango jacket;,2016-12-06,Sharing how I came across this amazing leopard print jacket and how to get it! More images and outfit information on the blog: www.lefashionmonster.com,0.0,1.0,0.0,0.0,Chic;Dinner Date;winter;,http://images0.chictopia.com/photos/LeFashionMonster/7091570350/black-leopard-print-mango-jacket-ivory-forever-21-sweater_400.jpg,LeFashionMonster,black-leopard-print-mango-jacket-ivory-forever-21-sweater_400
82,:Boohoo shoes;,2016-12-05,More on beeswonderland.com,0.0,1.0,0.0,0.0,Trendy;Everyday;winter;,http://images2.chictopia.com/photos/Beeswonderland/6520522941/boohoo-shoes-h-m-sweatshirt-h-m-pants_400.jpg,Beeswonderland,boohoo-shoes-h-m-sweatshirt-h-m-pants_400
83,silver:Lacoste shirt;,2016-11-28,"Now that Thanksgiving is behind us, we can shift focus to Christmas and New Years, and what better way to kick off the holiday season than with a festive pair of party pants. I\xe2\x80\x99ve selected a couple of my favorite party trousers for your shopping convenience.",0.0,1.0,1.0,0.0,Menswear;Holiday Party;fall;,http://images0.chictopia.com/photos/reyalfashion/11298334930/silver-lacoste-shirt-white-lacoste-sneakers-black-mr-turk-pants_400.jpg,reyalfashion,silver-lacoste-shirt-white-lacoste-sneakers-black-mr-turk-pants_400
84,black:H&M boots;,2016-11-22,"Even since I was 6-7 years old I\xe2\x80\x99ve been (positive) marked by the well known X-Men characters, my entire childhood, beside the Hogwarts\xe2\x80\x99 letter, I\xe2\x80\x99ve been waiting to get my super powers\xe2\x80\xa6 But the super powers I lately got transformed into kindness and aesthetic sense, hehe!",0.0,1.0,1.0,0.0,Urban;Everyday;fall;,http://images2.chictopia.com/photos/itsAndrei/9113032971/black-h-m-boots-yellow-zara-coat-black-h-m-shirt-black-zara-pants_400.jpg,itsAndrei,black-h-m-boots-yellow-zara-coat-black-h-m-shirt-black-zara-pants_400
85,black:Zara shoes;,2016-11-22,"ve been watching recently the new movie, Fantastic Beasts, which inspired me to do this shooting.\xc2\xa0""",0.0,1.0,1.0,0.0,Elegant;Art Opening;fall;,http://images2.chictopia.com/photos/itsAndrei/3147842730/black-zara-shoes-navy-blazer-black-calvin-klein-shirt-black-h-m-pants_400.jpg,itsAndrei,black-zara-shoes-navy-blazer-black-calvin-klein-shirt-black-h-m-pants_400
86,:Kenzo x H&M sweater;,2016-11-15,Read more at www.fashionzenblog.com,0.0,1.0,0.0,0.0,Trendy;Everyday;Summer;,http://images0.chictopia.com/photos/FashionZen/8388416339/kenzo-x-h-m-sweater-kenzo-x-h-m-scarf-navy-gucci-loafers-kenzo-x-h-m-pants_400.jpg,FashionZen,kenzo-x-h-m-sweater-kenzo-x-h-m-scarf-navy-gucci-loafers-kenzo-x-h-m-pants_400
87,:Zara blazer;,2016-11-09,More on beeswonderland.com,0.0,1.0,0.0,0.0,Trendy;Everyday;fall;,http://images0.chictopia.com/photos/Beeswonderland/5903597115/zara-blazer-zara-pants_400.jpg,Beeswonderland,zara-blazer-zara-pants_400
88,black:Zara boots;,2016-11-08,More pictures on my blog branasdivineworld.com,0.0,1.0,0.0,0.0,Business Casual;Art Opening;fall;nice;,http://images0.chictopia.com/photos/braNYaudreY/9081242040/black-zara-boots-burnt-orange-zara-coat-black-cream-of-scandinavia-sweater_400.jpg,braNYaudreY,black-zara-boots-burnt-orange-zara-coat-black-cream-of-scandinavia-sweater_400
89,black:lindex hat;,2016-11-07,More pictures on my blog branasdivineworld.com,0.0,1.0,0.0,0.0,Eclectic;Fashion Show;fall;,http://images0.chictopia.com/photos/braNYaudreY/4636217111/black-lindex-hat-black-mona-jacket-black-dulsineja-scarf-black-ofinger-bag_400.jpg,braNYaudreY,black-lindex-hat-black-mona-jacket-black-dulsineja-scarf-black-ofinger-bag_400
90,:H&M Studio shoes;,2016-11-04,More on beeswonderland.com,0.0,1.0,0.0,0.0,Sexy;Brunch;fall;,http://images0.chictopia.com/photos/Beeswonderland/11192835308/h-m-studio-shoes-zaful-sweater-zara-pants_400.jpg,Beeswonderland,h-m-studio-shoes-zaful-sweater-zara-pants_400
91,black:Kenzo shirt;,2016-11-01,"The KENZO x H&M designer collaboration is a print-lover\xe2\x80\x99s dream. In true KENZO style, it features shapes and silhouettes that are modern and fresh in a kaleidoscopic array of colors, patterns, and prints. Click here to see the full collection.\xc2\xa0Available worldwide on November 3rd. #KENZOxHM",0.0,1.0,1.0,0.0,Menswear;Everyday;fall;,http://images0.chictopia.com/photos/reyalfashion/5616930432/black-kenzo-shirt-coral-ray-ban-sunglasses-navy-bar-iii-pants_400.jpg,reyalfashion,black-kenzo-shirt-coral-ray-ban-sunglasses-navy-bar-iii-pants_400
92,black:rock and republic boots;,2016-10-24,view full post here,0.0,1.0,0.0,0.0,Chic;Company Event;fall;,http://images0.chictopia.com/photos/KimTuttle/1899889746/black-rock-and-republic-boots-crimson-make-me-chic-coat_400.jpg,KimTuttle,black-rock-and-republic-boots-crimson-make-me-chic-coat_400
93,brick red:Charles David shoes;,2016-10-26,"I wanted jewelry that would take my gold blazer from formal to trendy, so I decided to layer three necklaces - yes three! First, I started with the burgundy velvet Duchess Choker which is oh-so-fall, then I thought, it needs more... glam. So I added in my Pyramid Spike Y-Chain necklace for length before topping it off with the layered gold Axelia Choker. Together they create the illusion of one super-glamorous statement piece.",0.0,1.0,0.0,0.0,Business Casual;Everyday;Summer;,http://images0.chictopia.com/photos/elizabethkeene/9315581319/brick-red-charles-david-shoes-black-printed-bebe-blazer_400.jpg,elizabethkeene,brick-red-charles-david-shoes-black-printed-bebe-blazer_400
94,black:stuart weitzman shoes;,2016-10-24,"I\xe2\x80\x99ve partnered with BaubleBar to style three looks showcasing some of my favorite jewelry trends of the moment: chokers, layered chains and tassels! For my first look, I styled the black bowtie Whitely Choker with gold Caesar Ear Crawlers and a gold Micro Collar necklace. Chokers are huge this season, so I decided to layer two of them for a little extra umph. The gold ear crawlers pair nicely with this combination because they are subtle but still add a bit of sparkle.",0.0,1.0,0.0,0.0,Chic;Everyday;Summer;,http://images2.chictopia.com/photos/elizabethkeene/8125936137/black-stuart-weitzman-shoes-black-chanel-bag-heather-gray-storets-top_400.jpg,elizabethkeene,black-stuart-weitzman-shoes-black-chanel-bag-heather-gray-storets-top_400
95,:H&M shoes;,2016-10-23,More on beeswonderland.com,0.0,1.0,0.0,0.0,Eclectic;Going Out With Friends;fall;,http://images2.chictopia.com/photos/Beeswonderland/9678404228/h-m-shoes-kenzo-x-h-m-coat-zara-pants_400.jpg,Beeswonderland,h-m-shoes-kenzo-x-h-m-coat-zara-pants_400
96,green:Ellen Dane bag;,2016-10-22,http://www.myblondegal.com,0.0,1.0,0.0,0.0,Elegant;Blind Date;fall;,http://images0.chictopia.com/photos/Myblondegal/9106288661/green-ellen-dane-bag-blue-ellen-dane-pants-green-choies-blouse_400.jpg,Myblondegal,green-ellen-dane-bag-blue-ellen-dane-pants-green-choies-blouse_400
97,heather gray:reserved jacket;,2016-10-21,MORE >>,0.0,1.0,0.0,0.0,Elegant;Work;fall;,http://images0.chictopia.com/photos/Minimalissmo/6473571741/heather-gray-reserved-jacket-carrot-orange-f-f-pants_400.jpg,Minimalissmo,heather-gray-reserved-jacket-carrot-orange-f-f-pants_400
98,:H&M shoes;,2016-10-21,More on beeswonderland.com,0.0,1.0,0.0,0.0,Runway;Brunch;fall;,http://images0.chictopia.com/photos/Beeswonderland/8968599820/h-m-shoes-kenzo-x-h-m-sweater-kenzo-x-h-m-pants_400.jpg,Beeswonderland,h-m-shoes-kenzo-x-h-m-sweater-kenzo-x-h-m-pants_400
99,bronze:Zara coat;,2016-10-19,More pictures on my blog branasdivineworld.com,0.0,1.0,0.0,0.0,Outdoor;Brunch;fall;autumn;,http://images2.chictopia.com/photos/braNYaudreY/2096229966/brown-ecco-loafers-bronze-zara-coat-mustard-cream-of-scandinavia-sweater_400.jpg,braNYaudreY,brown-ecco-loafers-bronze-zara-coat-mustard-cream-of-scandinavia-sweater_400
100,black:gordon rush boots;,2016-10-17,http://www.levitatestyle.com/2016/10/chinatown.html,0.0,1.0,1.0,0.0,Menswear;Going Out With Friends;fall;,http://images0.chictopia.com/photos/LevitateStyle/2305702868/black-leather-gordon-rush-boots-black-leather-all-saints-jacket_400.jpg,LevitateStyle,black-leather-gordon-rush-boots-black-leather-all-saints-jacket_400
101,nude:Jimmy Choo shoes;,2016-10-17,"s not quite hot, but it",0.0,1.0,0.0,0.0,Business Casual;Everyday;Summer;,http://images2.chictopia.com/photos/elizabethkeene/4483068955/nude-jimmy-choo-shoes-black-ivanka-trump-bag_400.jpg,elizabethkeene,nude-jimmy-choo-shoes-black-ivanka-trump-bag_400
102,black:Bar III shoes;,2016-10-14,"The plaid pattern in charcoal on this suit is nice and subtle. It works well because the charcoal grey is a darker shade for the season and the bold pattern is much more subtle this way. A great way to break away from the essential grey and navy suits that everyone has in their wardrobe. Setting the bar in the office for what great work style can be. Pair the plaid suit with a purple dot tie for a nice pop, a complementing pattern mix combo. Then step it up with a black monkstrap shoe with the Kilitie.",0.0,1.0,1.0,0.0,Menswear;Work;fall;,http://images0.chictopia.com/photos/LevitateStyle/1672995739/black-bar-iii-shoes-white-slim-bar-iii-shirt_400.jpg,LevitateStyle,black-bar-iii-shoes-white-slim-bar-iii-shirt_400
103,:Equipment sweater;,2016-10-14,Read more at: http://www.fashionzenblog.com/,0.0,1.0,0.0,0.0,Casual;Everyday;Summer;,http://images0.chictopia.com/photos/FashionZen/3449192144/equipment-sweater-gigi-hadid-x-tommy-hilfiger-sunglasses-anecdote-pants_400.jpg,FashionZen,equipment-sweater-gigi-hadid-x-tommy-hilfiger-sunglasses-anecdote-pants_400
104,forest green:Public desire boots;,2016-10-14,"For my outfit, I thought again that would be nice to grab some fall shades like a mix of brown and green. I was super happy with my new Dezzal pants because of the design and quality. To match up with this pair of pants, I wore a wonderful top in chocolate color, green boots, and a shoulder off bag. I would love to hear your experience with Dezzal if you want to share",0.0,1.0,0.0,0.0,Chic;Company Event;Summer;,http://images0.chictopia.com/photos/queenhorsfall/7173852487/forest-green-public-desire-boots-teal-eva-mendes-bag-brick-red-dezzal-pants_400.jpg,queenhorsfall,forest-green-public-desire-boots-teal-eva-mendes-bag-brick-red-dezzal-pants_400
105,:Zara shoes;,2016-10-12,More on beeswonderland.com,0.0,1.0,0.0,0.0,Elegant;Dinner Date;fall;,http://images0.chictopia.com/photos/Beeswonderland/4490269391/zara-shoes-h-m-pants-h-m-blouse_400.jpg,Beeswonderland,zara-shoes-h-m-pants-h-m-blouse_400
106,yellow:romwe belt;,2016-10-06,http://www.myblondegal.com,0.0,1.0,0.0,0.0,Formal;Dinner Date;fall;,http://images2.chictopia.com/photos/Myblondegal/3374874446/yellow-romwe-belt-blue-forever-21-pants_400.jpg,Myblondegal,yellow-romwe-belt-blue-forever-21-pants_400
107,off white:MSX by Michael Strahan jacket;,2016-10-04,"The highlight of this look is the bomber jacket. I paired this versatile jacket with a henley shirt and ripped jeans. Keeping the look sharp and minimal - I finished off with accessories like my new customized mirror Ray-Bans, white Adidas Stan Smith, and a chronograph watch. This monochromatic outfit works really well together with all the pieces.",0.0,1.0,1.0,0.0,Menswear;Gym;fall;,http://images2.chictopia.com/photos/LevitateStyle/8224658782/off-white-bomber-msx-by-michael-strahan-jacket_400.jpg,LevitateStyle,off-white-bomber-msx-by-michael-strahan-jacket_400
108,:Zara shoes;,2016-10-02,More on beeswonderland.com,0.0,1.0,0.0,0.0,Elegant;Cocktail;fall;,http://images0.chictopia.com/photos/Beeswonderland/8549493719/zara-shoes-rosegal-jacket-h-m-pants_400.jpg,Beeswonderland,zara-shoes-rosegal-jacket-h-m-pants_400
109,"s shirt;""",2016-10-03,MORE PHOTOS + SHOP THIS LOOK,0.0,1.0,1.0,0.0,Menswear;Everyday;fall;,http://images0.chictopia.com/photos/reyalfashion/5284711929/white-levis-shirt-black-richer-poorer-socks-black-ray-ban-sunglasses_400.jpg,reyalfashion,white-levis-shirt-black-richer-poorer-socks-black-ray-ban-sunglasses_400
110,black:Zara shoes;,2016-10-01,More pictures in my blog branasdiwineworld.com,0.0,1.0,0.0,0.0,Business;Company Event;fall;,http://images0.chictopia.com/photos/braNYaudreY/3045404897/black-zara-shoes-black-shein-blazer-black-sisley-bag-turssardi-sunglasses_400.jpg,braNYaudreY,black-zara-shoes-black-shein-blazer-black-sisley-bag-turssardi-sunglasses_400
111,turquoise blue:Perry Ellis shirt;,2016-09-28,"The Navy suit is an essential in any guy\xe2\x80\x99s closet. If there\xe2\x80\x99s one suit you need, the Perry Ellis Very Slim Travel Luxe Tech Suit is it. The Travel Luxe features a comfortable performance stretch fabric for me to wear on my travels. The slim fit suit fits me perfect off the rack especially the pants are slimmed and hemmed at the perfect length and width on my shoes. The suit keeps me looking fresh to and from the airport and straight to a meeting or cocktail hour. The suit also features hidden tech pockets with zipper to secure my important belongings like wallet, phone, documents so nothing gets loose and lost. This is perfect for me and my lifestyle right now since I\xe2\x80\x99ve been constantly on the go from one city to another (NYC-Vegas-LA-NYC-RI-NYC-ATL).",0.0,1.0,1.0,0.0,Menswear;Cocktail;fall;,http://images0.chictopia.com/photos/LevitateStyle/3838451388/turquoise-blue-printed-perry-ellis-shirt-navy-slim-perry-ellis-pants_400.jpg,LevitateStyle,turquoise-blue-printed-perry-ellis-shirt-navy-slim-perry-ellis-pants_400
112,:White Block Heeled shoes;,2016-09-28,"Hello all,",0.0,1.0,1.0,0.0,Chic;Everyday;fall;,http://images0.chictopia.com/photos/RantiInReview/6817062115/white-block-heeled-shoes-striped-bow-shirt-black-bag_400.jpg,RantiInReview,white-block-heeled-shoes-striped-bow-shirt-black-bag_400
113,black:Choies heels;,2016-09-21,http://www.myblondegal.com,0.0,1.0,0.0,0.0,Formal;Dinner Party;fall;,http://images2.chictopia.com/photos/Myblondegal/5879474543/black-choies-heels-ruby-red-cara-earrings-blue-forever-21-pants_400.jpg,Myblondegal,black-choies-heels-ruby-red-cara-earrings-blue-forever-21-pants_400
114,:Medicine pants;,2016-09-20,http://shinysyl.com/jak-planowac-czas/,0.0,1.0,0.0,0.0,Casual;Fashion Show;fall;,http://images2.chictopia.com/photos/shinysyl/5963745166/culottes-medicine-pants_400.jpg,shinysyl,culottes-medicine-pants_400
115,:H&M Studio shoes;,2016-09-20,More on beeswonderland.com,0.0,1.0,1.0,0.0,Chic;Casual Party;fall;,http://images2.chictopia.com/photos/Beeswonderland/9972572689/h-m-studio-shoes-zara-shirt-ray-ban-sunglasses-zara-pants_400.jpg,Beeswonderland,h-m-studio-shoes-zara-shirt-ray-ban-sunglasses-zara-pants_400
116,:Topshop shoes;,2016-09-19,More on beeswonderland.com,0.0,1.0,0.0,0.0,Rocker;Everyday;fall;,http://images2.chictopia.com/photos/Beeswonderland/5623638014/topshop-shoes-zaful-jacket-zara-pants_400.jpg,Beeswonderland,topshop-shoes-zaful-jacket-zara-pants_400
117,white:Band of Gypsies top;,2016-09-20,"m wearing the same pair of shoes, and it is not because I had no other pair. I actually was so silly, and wore my new sneakers during my flight and got huge blisters. It was the biggest mistake of my life! After getting huge blisters, I couldn",0.0,1.0,0.0,0.0,Classic;Fashion Show;Summer;,http://images0.chictopia.com/photos/queenhorsfall/3605166729/white-band-of-gypsies-top-sky-blue-storets-pants_400.jpg,queenhorsfall,white-band-of-gypsies-top-sky-blue-storets-pants_400
118,navy:Call it Spring shoes;,2016-09-16,"This cute look is another and one of my favorites that I styled during NYFW. Went with an evening look where I wanted something that was bit more high fashion to wear to the runway shows. So for this, I paired a red ruffled crop top with high waisted striped pants and added in my Call It Spring printed pumps.",0.0,1.0,0.0,0.0,Chic;Everyday;Summer;,http://images2.chictopia.com/photos/elizabethkeene/7463787884/navy-call-it-spring-shoes-navy-call-it-spring-bag_400.jpg,elizabethkeene,navy-call-it-spring-shoes-navy-call-it-spring-bag_400
119,:vince boots;,2016-09-17,I wore this outfit to the Beyonce concert in LA - super cozy and cute!,0.0,1.0,1.0,0.0,Basic;Everyday;fall;,http://images0.chictopia.com/photos/michelletakeaim/11267076476/black-leather-vince-boots-brown-felt-rosetta-getty-jacket_400.jpg,michelletakeaim,black-leather-vince-boots-brown-felt-rosetta-getty-jacket_400
0,:mbym skirt;,2018-06-07,More to see here:\xc2\xa0https://byruxandra.com/2018/06/07/il-fait-beau/,0.0,0.0,0.0,1.0,Casual;Brunch;summer;,http://images2.chictopia.com/photos/RuxandraIoana/4494472364/mbym-skirt_400.jpg,RuxandraIoana,mbym-skirt_400
1,:Lesara skirt;,2018-05-10,More to see here:\xc2\xa0https://byruxandra.com/2018/05/10/when-you-call-my-name/,0.0,0.0,0.0,1.0,Chic;Going Out With Friends;summer;,http://images0.chictopia.com/photos/RuxandraIoana/9323486814/lesara-skirt_400.jpg,RuxandraIoana,lesara-skirt_400
2,:Urban Outfitters skirt;,2018-04-22,More to see here:\xc2\xa0https://byruxandra.com/2018/04/22/tip-pon-it/,0.0,0.0,0.0,1.0,Casual;Everyday;spring;,http://images2.chictopia.com/photos/RuxandraIoana/1979253243/urban-outfitters-skirt_400.jpg,RuxandraIoana,urban-outfitters-skirt_400
3,:ingie top;,2018-03-05,"Wore a total @ingieparis look for the show yesterday. This top and skirt took my breath away. Moments like these make me feel so grateful to be doing what I love. Fashion week is so crazy busy and the days are incredibly long, but being able to work with such amazing designers and to see their creations up close and personal makes it all worthwhile. See her gorgeous collection on my highlighted \xe2\x80\x9ctravel\xe2\x80\x9d story. \xe2\x9d\xa4\xef\xb8\x8f Pc: @dannyfung #grateful #pfw #ingieparis #wiw #parisfashionweek #shangrilaparis",0.0,0.0,0.0,1.0,Chic;Art Opening;spring;,http://images0.chictopia.com/photos/elizabethkeene/9558803557/ingie-top-ingie-paris-skirt_400.jpg,elizabethkeene,ingie-top-ingie-paris-skirt_400
4,ivory:Reformation shirt;,2017-10-03,"s still warm in other parts of the world too!\xc2\xa0""",0.0,0.0,1.0,1.0,Casual;Everyday;Summer;,http://images2.chictopia.com/photos/themoptop/3390879001/ivory-reformation-shirt-tawny-side-party-skirt_400.jpg,themoptop,ivory-reformation-shirt-tawny-side-party-skirt_400
5,black:Mango boots;,2017-12-28,Don\xe2\x80\x99t you love those moments of closet serendipity where two pieces from completely different walks of life sync up as if they were always meant to be together? I recently benefited from such a happy occasion when a new Zara skirt fit perfectly with a vintage blazer I\xe2\x80\x99ve had for ages. Vintage pieces have always been an integral part of my wardrobe so I get a special satisfaction out of giving them new life when trends come back around again. The plaids might not be an exact match but I\xe2\x80\x99ve never been much of matchy-matchy person anyway.,0.0,0.0,0.0,1.0,Business;Work;winter;tights;,http://images0.chictopia.com/photos/districtofchic/1826227547/black-patent-mango-boots-black-turtleneck-zara-sweater_400.jpg,districtofchic,black-patent-mango-boots-black-turtleneck-zara-sweater_400
6,:zaful skirt;,2017-09-05,More here:\xc2\xa0http://from-brussels-with-love.blogspot.be/2017/09/railway.html,0.0,0.0,0.0,1.0,Chic;Blind Date;summer;,http://images0.chictopia.com/photos/RuxandraIoana/5872638007/zaful-skirt_400.jpg,RuxandraIoana,zaful-skirt_400
7,black:Forever 21 hat;,2017-08-29,Obsessing over solids with a printed skirt!\xc2\xa0,0.0,0.0,0.0,1.0,Chic;Everyday;fall;,http://images2.chictopia.com/photos/LeFashionMonster/10223413054/black-forever-21-hat-heather-gray-mango-skirt_400.jpg,LeFashionMonster,black-forever-21-hat-heather-gray-mango-skirt_400
